,tweet_id,favorite_count,retweet_count,created_at,source,retweeted_status,url
809,770787852854652928,5448,1396,Wed Aug 31 00:58:39 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/d0QEbp78Yi
810,770772759874076672,5705,1601,Tue Aug 30 23:58:40 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/lqr0NdtwQo
811,770743923962707968,0,51826,Tue Aug 30 22:04:05 +0000 2016,Twitter for iPhone,This is a retweet,This is a retweet
812,770655142660169732,8059,1985,Tue Aug 30 16:11:18 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/qlUDuPoE3d
813,770414278348247044,6923,2353,Tue Aug 30 00:14:12 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/OUwWbEKOUV
814,770293558247038976,6863,1692,Mon Aug 29 16:14:30 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/3fEPpj0KYw
815,770093767776997377,0,3472,Mon Aug 29 03:00:36 +0000 2016,Twitter for iPhone,This is a retweet,This is a retweet
816,770069151037685760,8316,2617,Mon Aug 29 01:22:47 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/mADHGenzFS
817,769940425801170949,34673,11001,Sun Aug 28 16:51:16 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/guDkLrX8zV
818,769695466921623552,7052,1900,Sun Aug 28 00:37:54 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/vhrkz0dK4v
819,769335591808995329,0,8744,Sat Aug 27 00:47:53 +0000 2016,Twitter for iPhone,This is a retweet,This is a retweet
820,769212283578875904,5937,1943,Fri Aug 26 16:37:54 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/OCYLz3fjVE
821,768970937022709760,15888,7454,Fri Aug 26 00:38:52 +0000 2016,Twitter Web Client,Original tweet,https://t.co/UlB2mzw3Xs
822,768909767477751808,0,3088,Thu Aug 25 20:35:48 +0000 2016,Twitter for iPhone,This is a retweet,This is a retweet
823,768855141948723200,4614,1024,Thu Aug 25 16:58:45 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/1BxxcdVNJ8
824,768609597686943744,4542,1371,Thu Aug 25 00:43:02 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/dZPMLresEr
825,768596291618299904,5541,1455,Wed Aug 24 23:50:10 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/J2AJdyxglH
826,768554158521745409,0,6638,Wed Aug 24 21:02:45 +0000 2016,Twitter for iPhone,This is a retweet,This is a retweet
827,768473857036525572,14983,3905,Wed Aug 24 15:43:39 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/goy9053wC7
828,768193404517830656,12053,4031,Tue Aug 23 21:09:14 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/WmczvjCWJq
829,767884188863397888,5250,1609,Tue Aug 23 00:40:31 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/Qai481H6RA
830,767754930266464257,17652,6137,Mon Aug 22 16:06:54 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/Nb68IsVb9O
831,767500508068192258,8221,2654,Sun Aug 21 23:15:55 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/Z2g2YWPzX2
832,767191397493538821,13520,4348,Sun Aug 21 02:47:37 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/QOKZdus9TT
833,767122157629476866,11135,3230,Sat Aug 20 22:12:29 +0000 2016,Twitter for iPhone,Original tweet,https://t.co/IEARC2sRzC
